date,home,visitor,hgoal,vgoal,FT,Season,result
2021-10-26,CD Alaves,Elche CF,1,0,1-0,2021,H
2021-10-26,Espanyol Barcelona,Athletic Bilbao,1,1,1-1,2021,D
2021-10-26,Villarreal CF,Cadiz CF,3,3,3-3,2021,D
2021-10-27,RCD Mallorca,Sevilla FC,1,1,1-1,2021,D
2021-10-27,Rayo Vallecano,FC Barcelona,1,0,1-0,2021,H
2021-10-27,Real Betis,Valencia CF,4,1,4-1,2021,H
2021-10-27,Real Madrid,CA Osasuna,0,0,0-0,2021,D
2021-10-28,Celta Vigo,Real Sociedad,0,2,0-2,2021,A
2021-10-28,Granada CF,Getafe CF,1,1,1-1,2021,D
2021-10-28,Levante UD,Atletico Madrid,2,2,2-2,2021,D
2021-10-30,Elche CF,Real Madrid,1,2,1-2,2021,A
2021-10-30,Sevilla FC,CA Osasuna,2,0,2-0,2021,H
2021-10-30,Valencia CF,Villarreal CF,2,0,2-0,2021,H
2021-10-30,FC Barcelona,CD Alaves,1,1,1-1,2021,D
2021-10-31,Cadiz CF,RCD Mallorca,1,1,1-1,2021,D
2021-10-31,Atletico Madrid,Real Betis,3,0,3-0,2021,H
2021-10-31,Getafe CF,Espanyol Barcelona,2,1,2-1,2021,H
2021-10-31,Real Sociedad,Athletic Bilbao,1,1,1-1,2021,D
2021-11-01,Rayo Vallecano,Celta Vigo,0,0,0-0,2021,D
2021-11-01,Levante UD,Granada CF,0,3,0-3,2021,A
2021-11-05,Athletic Bilbao,Cadiz CF,0,1,0-1,2021,A
2021-11-06,Espanyol Barcelona,Granada CF,2,0,2-0,2021,H
2021-11-06,Celta Vigo,FC Barcelona,3,3,3-3,2021,D
2021-11-06,CD Alaves,Levante UD,2,1,2-1,2021,H
2021-11-06,Real Madrid,Rayo Vallecano,2,1,2-1,2021,H
2021-11-07,Villarreal CF,Getafe CF,1,0,1-0,2021,H
2021-11-07,Valencia CF,Atletico Madrid,3,3,3-3,2021,D
2021-11-07,RCD Mallorca,Elche CF,2,2,2-2,2021,D
2021-11-07,CA Osasuna,Real Sociedad,0,2,0-2,2021,A
2021-11-07,Real Betis,Sevilla FC,0,2,0-2,2021,A
2021-11-19,Levante UD,Athletic Bilbao,0,0,0-0,2021,D
2021-11-20,Celta Vigo,Villarreal CF,1,1,1-1,2021,D
2021-11-20,Sevilla FC,CD Alaves,2,2,2-2,2021,D
2021-11-20,Atletico Madrid,CA Osasuna,1,0,1-0,2021,H
2021-11-20,FC Barcelona,Espanyol Barcelona,1,0,1-0,2021,H
2021-11-21,Getafe CF,Cadiz CF,4,0,4-0,2021,H
2021-11-21,Granada CF,Real Madrid,1,4,1-4,2021,A
2021-11-21,Elche CF,Real Betis,0,3,0-3,2021,A
2021-11-21,Real Sociedad,Valencia CF,0,0,0-0,2021,D
2021-11-22,Rayo Vallecano,RCD Mallorca,3,1,3-1,2021,H
2021-11-26,Athletic Bilbao,Granada CF,2,2,2-2,2021,D
2021-11-27,CD Alaves,Celta Vigo,1,2,1-2,2021,A
2021-11-27,Valencia CF,Rayo Vallecano,1,1,1-1,2021,D
2021-11-27,RCD Mallorca,Getafe CF,0,0,0-0,2021,D
2021-11-27,Villarreal CF,FC Barcelona,1,3,1-3,2021,A
2021-11-28,Real Betis,Levante UD,3,1,3-1,2021,H
2021-11-28,Espanyol Barcelona,Real Sociedad,1,0,1-0,2021,H
2021-11-28,Cadiz CF,Atletico Madrid,1,4,1-4,2021,A
2021-11-28,Real Madrid,Sevilla FC,2,1,2-1,2021,H
2021-11-29,CA Osasuna,Elche CF,1,1,1-1,2021,D
2021-12-01,Real Madrid,Athletic Bilbao,1,0,1-0,2021,H
2021-12-03,Granada CF,CD Alaves,2,1,2-1,2021,H
2021-12-04,Sevilla FC,Villarreal CF,1,0,1-0,2021,H
2021-12-04,FC Barcelona,Real Betis,0,1,0-1,2021,A
2021-12-04,Atletico Madrid,RCD Mallorca,1,2,1-2,2021,A
2021-12-04,Real Sociedad,Real Madrid,0,2,0-2,2021,A
2021-12-05,Rayo Vallecano,Espanyol Barcelona,1,0,1-0,2021,H
2021-12-05,Elche CF,Cadiz CF,3,1,3-1,2021,H
2021-12-05,Levante UD,CA Osasuna,0,0,0-0,2021,D
2021-12-05,Celta Vigo,Valencia CF,1,2,1-2,2021,A
2021-12-06,Getafe CF,Athletic Bilbao,0,0,0-0,2021,D
2021-12-10,RCD Mallorca,Celta Vigo,0,0,0-0,2021,D
2021-12-11,Espanyol Barcelona,Levante UD,4,3,4-3,2021,H
2021-12-11,CD Alaves,Getafe CF,1,1,1-1,2021,D
2021-12-11,Valencia CF,Elche CF,2,1,2-1,2021,H
2021-12-11,Athletic Bilbao,Sevilla FC,0,1,0-1,2021,A
2021-12-12,Villarreal CF,Rayo Vallecano,2,0,2-0,2021,H
2021-12-12,CA Osasuna,FC Barcelona,2,2,2-2,2021,D
2021-12-12,Real Betis,Real Sociedad,4,0,4-0,2021,H
2021-12-12,Real Madrid,Atletico Madrid,2,0,2-0,2021,H
2021-12-13,Cadiz CF,Granada CF,1,1,1-1,2021,D
2021-12-17,Celta Vigo,Espanyol Barcelona,3,1,3-1,2021,H
2021-12-18,Rayo Vallecano,CD Alaves,2,0,2-0,2021,H
2021-12-18,Real Sociedad,Villarreal CF,1,3,1-3,2021,A
2021-12-18,FC Barcelona,Elche CF,3,2,3-2,2021,H
2021-12-18,Sevilla FC,Atletico Madrid,2,1,2-1,2021,H
2021-12-19,Granada CF,RCD Mallorca,4,1,4-1,2021,H
2021-12-19,Athletic Bilbao,Real Betis,3,2,3-2,2021,H
2021-12-19,Getafe CF,CA Osasuna,1,0,1-0,2021,H
2021-12-19,Real Madrid,Cadiz CF,0,0,0-0,2021,D
2021-12-20,Levante UD,Valencia CF,3,4,3-4,2021,A
2021-12-21,Villarreal CF,CD Alaves,5,2,5-2,2021,H
2021-12-21,Sevilla FC,FC Barcelona,1,1,1-1,2021,D
2021-12-22,Granada CF,Atletico Madrid,2,1,2-1,2021,H
2021-12-22,Athletic Bilbao,Real Madrid,1,2,1-2,2021,A
2021-12-31,Valencia CF,Espanyol Barcelona,1,2,1-2,2021,A
2022-01-02,Getafe CF,Real Madrid,1,0,1-0,2021,H
2022-01-02,Atletico Madrid,Rayo Vallecano,2,0,2-0,2021,H
2022-01-02,Elche CF,Granada CF,0,0,0-0,2021,D
2022-01-02,CD Alaves,Real Sociedad,1,1,1-1,2021,D
2022-01-02,Real Betis,Celta Vigo,0,2,0-2,2021,A
2022-01-02,RCD Mallorca,FC Barcelona,0,1,0-1,2021,A
2022-01-03,Villarreal CF,Levante UD,5,0,5-0,2021,H
2022-01-03,CA Osasuna,Athletic Bilbao,1,3,1-3,2021,A
2022-01-03,Cadiz CF,Sevilla FC,0,1,0-1,2021,A
2022-01-08,Levante UD,RCD Mallorca,2,0,2-0,2021,H
2022-01-08,Real Sociedad,Celta Vigo,1,0,1-0,2021,H
2022-01-08,Granada CF,FC Barcelona,1,1,1-1,2021,D
2022-01-08,Real Madrid,Valencia CF,4,1,4-1,2021,H
2022-01-09,Rayo Vallecano,Real Betis,1,1,1-1,2021,D
2022-01-09,Sevilla FC,Getafe CF,1,0,1-0,2021,H
2022-01-09,CD Alaves,Athletic Bilbao,0,0,0-0,2021,D
2022-01-09,CA Osasuna,Cadiz CF,2,0,2-0,2021,H
2022-01-09,Villarreal CF,Atletico Madrid,2,2,2-2,2021,D
2022-01-10,Espanyol Barcelona,Elche CF,1,2,1-2,2021,A
2022-01-16,Elche CF,Villarreal CF,1,0,1-0,2021,H
2022-01-18,Real Betis,CD Alaves,4,0,4-0,2021,H
2022-01-18,Cadiz CF,Espanyol Barcelona,2,2,2-2,2021,D
2022-01-19,Celta Vigo,CA Osasuna,2,0,2-0,2021,H
2022-01-19,Valencia CF,Sevilla FC,1,1,1-1,2021,D
2022-01-20,Getafe CF,Granada CF,4,2,4-2,2021,H
2022-01-21,Espanyol Barcelona,Real Betis,1,4,1-4,2021,A
2022-01-22,Levante UD,Cadiz CF,0,2,0-2,2021,A
2022-01-22,Villarreal CF,RCD Mallorca,3,0,3-0,2021,H
2022-01-22,Sevilla FC,Celta Vigo,2,2,2-2,2021,D
2022-01-22,Atletico Madrid,Valencia CF,3,2,3-2,2021,H
2022-01-23,Granada CF,CA Osasuna,0,2,0-2,2021,A
2022-01-23,Real Madrid,Elche CF,2,2,2-2,2021,D
2022-01-23,Real Sociedad,Getafe CF,0,0,0-0,2021,D
2022-01-23,Rayo Vallecano,Athletic Bilbao,0,1,0-1,2021,A
2022-01-23,CD Alaves,FC Barcelona,0,1,0-1,2021,A
2022-02-04,Getafe CF,Levante UD,3,0,3-0,2021,H
2022-02-05,Elche CF,CD Alaves,3,1,3-1,2021,H
2022-02-05,RCD Mallorca,Cadiz CF,2,1,2-1,2021,H
2022-02-05,Celta Vigo,Rayo Vallecano,2,0,2-0,2021,H
2022-02-05,CA Osasuna,Sevilla FC,0,0,0-0,2021,D
2022-02-06,Valencia CF,Real Sociedad,0,0,0-0,2021,D
2022-02-06,FC Barcelona,Atletico Madrid,4,2,4-2,2021,H
2022-02-06,Real Betis,Villarreal CF,0,2,0-2,2021,A
2022-02-06,Real Madrid,Granada CF,1,0,1-0,2021,H
2022-02-07,Athletic Bilbao,Espanyol Barcelona,2,1,2-1,2021,H
2022-02-11,Sevilla FC,Elche CF,2,0,2-0,2021,H
2022-02-12,Cadiz CF,Celta Vigo,0,0,0-0,2021,D
2022-02-12,Villarreal CF,Real Madrid,0,0,0-0,2021,D
2022-02-12,Rayo Vallecano,CA Osasuna,0,3,0-3,2021,A
2022-02-12,Atletico Madrid,Getafe CF,4,3,4-3,2021,H
2022-02-13,CD Alaves,Valencia CF,2,1,2-1,2021,H
2022-02-13,Levante UD,Real Betis,2,4,2-4,2021,A
2022-02-13,Real Sociedad,Granada CF,2,0,2-0,2021,H
2022-02-13,Espanyol Barcelona,FC Barcelona,2,2,2-2,2021,D
2022-02-14,RCD Mallorca,Athletic Bilbao,3,2,3-2,2021,H
2022-02-16,Atletico Madrid,Levante UD,0,1,0-1,2021,A
2022-02-18,Elche CF,Rayo Vallecano,2,1,2-1,2021,H
2022-02-19,Granada CF,Villarreal CF,1,4,1-4,2021,A
2022-02-19,CA Osasuna,Atletico Madrid,0,3,0-3,2021,A
2022-02-19,Cadiz CF,Getafe CF,1,1,1-1,2021,D
2022-02-19,Real Madrid,CD Alaves,3,0,3-0,2021,H
2022-02-20,Espanyol Barcelona,Sevilla FC,1,1,1-1,2021,D
2022-02-20,Valencia CF,FC Barcelona,1,4,1-4,2021,A
2022-02-20,Real Betis,RCD Mallorca,2,1,2-1,2021,H
2022-02-20,Athletic Bilbao,Real Sociedad,4,0,4-0,2021,H
2022-02-21,Celta Vigo,Levante UD,1,1,1-1,2021,D
2022-02-25,Levante UD,Elche CF,3,0,3-0,2021,H
2022-02-26,RCD Mallorca,Valencia CF,0,1,0-1,2021,A
2022-02-26,Getafe CF,CD Alaves,2,2,2-2,2021,D
2022-02-26,Rayo Vallecano,Real Madrid,0,1,0-1,2021,A
2022-02-26,Atletico Madrid,Celta Vigo,2,0,2-0,2021,H
2022-02-27,Villarreal CF,Espanyol Barcelona,5,1,5-1,2021,H
2022-02-27,Sevilla FC,Real Betis,2,1,2-1,2021,H
2022-02-27,Real Sociedad,CA Osasuna,1,0,1-0,2021,H
2022-02-27,FC Barcelona,Athletic Bilbao,4,0,4-0,2021,H
2022-02-28,Granada CF,Cadiz CF,0,0,0-0,2021,D
2022-03-02,RCD Mallorca,Real Sociedad,0,2,0-2,2021,A
2022-03-04,CD Alaves,Sevilla FC,0,0,0-0,2021,D
2022-03-05,CA Osasuna,Villarreal CF,1,0,1-0,2021,H
2022-03-05,Espanyol Barcelona,Getafe CF,2,0,2-0,2021,H
2022-03-05,Valencia CF,Granada CF,3,1,3-1,2021,H
2022-03-05,Real Madrid,Real Sociedad,4,1,4-1,2021,H
2022-03-06,Cadiz CF,Rayo Vallecano,2,0,2-0,2021,H
2022-03-06,Elche CF,FC Barcelona,1,2,1-2,2021,A
2022-03-06,Celta Vigo,RCD Mallorca,4,3,4-3,2021,H
2022-03-06,Real Betis,Atletico Madrid,1,3,1-3,2021,A
2022-03-07,Athletic Bilbao,Levante UD,3,1,3-1,2021,H
2022-03-11,Atletico Madrid,Cadiz CF,2,1,2-1,2021,H
2022-03-12,Levante UD,Espanyol Barcelona,1,1,1-1,2021,D
2022-03-12,Granada CF,Elche CF,0,1,0-1,2021,A
2022-03-12,Villarreal CF,Celta Vigo,1,0,1-0,2021,H
2022-03-12,Getafe CF,Valencia CF,0,0,0-0,2021,D
2022-03-13,Rayo Vallecano,Sevilla FC,1,1,1-1,2021,D
2022-03-13,Real Betis,Athletic Bilbao,1,0,1-0,2021,H
2022-03-13,Real Sociedad,CD Alaves,1,0,1-0,2021,H
2022-03-13,FC Barcelona,CA Osasuna,4,0,4-0,2021,H
2022-03-14,RCD Mallorca,Real Madrid,0,3,0-3,2021,A
2022-03-18,Athletic Bilbao,Getafe CF,1,1,1-1,2021,D
2022-03-19,CD Alaves,Granada CF,2,3,2-3,2021,A
2022-03-19,Elche CF,Valencia CF,0,1,0-1,2021,A
2022-03-19,CA Osasuna,Levante UD,3,1,3-1,2021,H
2022-03-19,Rayo Vallecano,Atletico Madrid,0,1,0-1,2021,A
2022-03-20,Espanyol Barcelona,RCD Mallorca,1,0,1-0,2021,H
2022-03-20,Cadiz CF,Villarreal CF,1,0,1-0,2021,H
2022-03-20,Celta Vigo,Real Betis,0,0,0-0,2021,D
2022-03-20,Sevilla FC,Real Sociedad,0,0,0-0,2021,D
2022-03-20,Real Madrid,FC Barcelona,0,4,0-4,2021,A
2022-04-02,Getafe CF,RCD Mallorca,1,0,1-0,2021,H
2022-04-02,Levante UD,Villarreal CF,2,0,2-0,2021,H
2022-04-02,Celta Vigo,Real Madrid,1,2,1-2,2021,A
2022-04-02,Atletico Madrid,CD Alaves,4,1,4-1,2021,H
2022-04-03,Athletic Bilbao,Elche CF,2,1,2-1,2021,H
2022-04-03,Real Betis,CA Osasuna,4,1,4-1,2021,H
2022-04-03,Granada CF,Rayo Vallecano,2,2,2-2,2021,D
2022-04-03,Valencia CF,Cadiz CF,0,0,0-0,2021,D
2022-04-03,FC Barcelona,Sevilla FC,1,0,1-0,2021,H
2022-04-04,Real Sociedad,Espanyol Barcelona,1,0,1-0,2021,H
2022-04-08,Sevilla FC,Granada CF,4,2,4-2,2021,H
2022-04-09,Cadiz CF,Real Betis,1,2,1-2,2021,A
2022-04-09,RCD Mallorca,Atletico Madrid,1,0,1-0,2021,H
2022-04-09,Villarreal CF,Athletic Bilbao,1,1,1-1,2021,D
2022-04-09,Real Madrid,Getafe CF,2,0,2-0,2021,H
2022-04-10,CA Osasuna,CD Alaves,1,0,1-0,2021,H
2022-04-10,Espanyol Barcelona,Celta Vigo,1,0,1-0,2021,H
2022-04-10,Elche CF,Real Sociedad,1,2,1-2,2021,A
2022-04-10,Levante UD,FC Barcelona,2,3,2-3,2021,A
2022-04-11,Rayo Vallecano,Valencia CF,1,1,1-1,2021,D
2022-04-15,Real Sociedad,Real Betis,0,0,0-0,2021,D
2022-04-16,Elche CF,RCD Mallorca,3,0,3-0,2021,H
2022-04-16,CD Alaves,Rayo Vallecano,1,0,1-0,2021,H
2022-04-16,Valencia CF,CA Osasuna,1,2,1-2,2021,A
2022-04-16,Getafe CF,Villarreal CF,1,2,1-2,2021,A
2022-04-17,Granada CF,Levante UD,1,4,1-4,2021,A
2022-04-17,Atletico Madrid,Espanyol Barcelona,2,1,2-1,2021,H
2022-04-17,Athletic Bilbao,Celta Vigo,0,2,0-2,2021,A
2022-04-17,Sevilla FC,Real Madrid,2,3,2-3,2021,A
2022-04-18,FC Barcelona,Cadiz CF,0,1,0-1,2021,A
2022-04-19,RCD Mallorca,CD Alaves,2,1,2-1,2021,H
2022-04-19,Real Betis,Elche CF,0,1,0-1,2021,A
2022-04-19,Villarreal CF,Valencia CF,2,0,2-0,2021,H
2022-04-20,Atletico Madrid,Granada CF,0,0,0-0,2021,D
2022-04-20,Celta Vigo,Getafe CF,0,2,0-2,2021,A
2022-04-20,CA Osasuna,Real Madrid,1,3,1-3,2021,A
2022-04-21,Espanyol Barcelona,Rayo Vallecano,0,1,0-1,2021,A
2022-04-21,Levante UD,Sevilla FC,2,3,2-3,2021,A
2022-04-21,Cadiz CF,Athletic Bilbao,2,3,2-3,2021,A
2022-04-21,Real Sociedad,FC Barcelona,0,1,0-1,2021,A
2022-04-24,FC Barcelona,Rayo Vallecano,0,1,0-1,2021,A
2022-04-29,Sevilla FC,Cadiz CF,1,1,1-1,2021,D
2022-04-30,CD Alaves,Villarreal CF,2,1,2-1,2021,H
2022-04-30,Real Madrid,Espanyol Barcelona,4,0,4-0,2021,H
2022-04-30,Valencia CF,Levante UD,1,1,1-1,2021,D
2022-04-30,Athletic Bilbao,Atletico Madrid,2,0,2-0,2021,H
2022-05-01,Elche CF,CA Osasuna,1,1,1-1,2021,D
2022-05-01,Granada CF,Celta Vigo,1,1,1-1,2021,D
2022-05-01,Rayo Vallecano,Real Sociedad,1,1,1-1,2021,D
2022-05-01,FC Barcelona,RCD Mallorca,2,1,2-1,2021,H
2022-05-02,Getafe CF,Real Betis,0,0,0-0,2021,D
2022-05-06,Levante UD,Real Sociedad,2,1,2-1,2021,H
2022-05-07,RCD Mallorca,Granada CF,2,6,2-6,2021,A
2022-05-07,Athletic Bilbao,Valencia CF,0,0,0-0,2021,D
2022-05-07,Cadiz CF,Elche CF,3,0,3-0,2021,H
2022-05-07,Celta Vigo,CD Alaves,4,0,4-0,2021,H
2022-05-07,Real Betis,FC Barcelona,1,2,1-2,2021,A
2022-05-08,Getafe CF,Rayo Vallecano,0,0,0-0,2021,D
2022-05-08,Villarreal CF,Sevilla FC,1,1,1-1,2021,D
2022-05-08,Espanyol Barcelona,CA Osasuna,1,1,1-1,2021,D
2022-05-08,Atletico Madrid,Real Madrid,1,0,1-0,2021,H
2022-05-10,Valencia CF,Real Betis,0,3,0-3,2021,A
2022-05-10,Granada CF,Athletic Bilbao,1,0,1-0,2021,H
2022-05-10,FC Barcelona,Celta Vigo,3,1,3-1,2021,H
2022-05-11,CD Alaves,Espanyol Barcelona,2,1,2-1,2021,H
2022-05-11,CA Osasuna,Getafe CF,1,1,1-1,2021,D
2022-05-11,Sevilla FC,RCD Mallorca,0,0,0-0,2021,D
2022-05-11,Elche CF,Atletico Madrid,0,2,0-2,2021,A
2022-05-12,Real Sociedad,Cadiz CF,3,0,3-0,2021,H
2022-05-12,Rayo Vallecano,Villarreal CF,1,5,1-5,2021,A
2022-05-12,Real Madrid,Levante UD,6,0,6-0,2021,H
2022-05-14,Espanyol Barcelona,Valencia CF,1,1,1-1,2021,D
2022-05-15,Athletic Bilbao,CA Osasuna,2,0,2-0,2021,H
2022-05-15,Atletico Madrid,Sevilla FC,1,1,1-1,2021,D
2022-05-15,Real Betis,Granada CF,2,0,2-0,2021,H
2022-05-15,Cadiz CF,Real Madrid,1,1,1-1,2021,D
2022-05-15,Celta Vigo,Elche CF,1,0,1-0,2021,H
2022-05-15,Getafe CF,FC Barcelona,0,0,0-0,2021,D
2022-05-15,Levante UD,CD Alaves,3,1,3-1,2021,H
2022-05-15,RCD Mallorca,Rayo Vallecano,2,1,2-1,2021,H
2022-05-15,Villarreal CF,Real Sociedad,1,2,1-2,2021,A
2022-05-20,Real Madrid,Real Betis,0,0,0-0,2021,D
2022-05-20,Rayo Vallecano,Levante UD,2,4,2-4,2021,A
2022-05-21,Valencia CF,Celta Vigo,2,0,2-0,2021,H
2022-05-22,Elche CF,Getafe CF,3,1,3-1,2021,H
2022-05-22,CD Alaves,Cadiz CF,0,1,0-1,2021,A
2022-05-22,Granada CF,Espanyol Barcelona,0,0,0-0,2021,D
2022-05-22,CA Osasuna,RCD Mallorca,0,2,0-2,2021,A
2022-05-22,FC Barcelona,Villarreal CF,0,2,0-2,2021,A
2022-05-22,Sevilla FC,Athletic Bilbao,1,0,1-0,2021,H
2022-05-22,Real Sociedad,Atletico Madrid,1,2,1-2,2021,A
